ID,Date,Element,Data_Value
UPM00034519,2011-07-01,TMIN,158
UPM00034519,2007-06-02,TMIN,208
UPM00034519,2010-05-10,TMIN,112
UPM00034519,2012-11-26,TMAX,36
UPM00034524,2005-09-08,TMIN,127
UPM00034524,2006-02-04,TMIN,-86
UPM00034519,2011-09-11,TMIN,81
UPM00034519,2007-10-18,TMAX,188
UPM00034519,2012-04-20,TMIN,92
UPM00034519,2007-06-01,TMAX,338
UPM00034519,2010-05-10,TMAX,252
UPM00034519,2011-10-31,TMAX,101
UPM00034519,2014-04-12,TMIN,16
UPM00034519,2014-01-26,TMIN,-173
UPM00034519,2010-02-19,TMAX,6
UPM00034519,2012-11-01,TMAX,108
UPM00034519,2007-04-11,TMAX,167
UPM00034519,2012-11-22,TMIN,-21
UPM00034519,2007-01-06,TMIN,-65
UPM00034519,2012-01-10,TMIN,-3
UPM00034519,2013-08-26,TMAX,268
UPM00034524,2006-07-28,TMAX,206
UPM00034524,2006-07-28,TMIN,155
UPM00034519,2007-06-16,TMIN,190
UPM00034519,2011-02-28,TMAX,-35
UPM00034519,2012-05-14,TMAX,290
UPM00034519,2013-11-14,TMAX,64
UPM00034524,2005-06-30,TMIN,151
UPM00034519,2009-06-07,TMAX,272
UPM00034519,2012-11-22,TMAX,64
UPM00034519,2010-07-16,TMIN,180
UPM00034519,2010-07-16,TMAX,319
UPM00034519,2012-05-14,TMIN,161
UPM00034524,2005-04-24,TMIN,16
UPM00034524,2008-02-21,TMIN,-74
UPM00034519,2013-04-18,TMAX,188
UPM00034524,2007-08-20,TMAX,340
UPM00034519,2012-01-10,TMAX,9
UPM00034519,2008-07-11,TMAX,186
UPM00034519,2007-12-28,TMIN,-46
UPM00034519,2009-09-22,TMIN,49
UPM00034519,2007-04-11,TMIN,49
UPM00034519,2009-07-03,TMAX,307
UPM00034524,2005-11-14,TMAX,-9
UPM00034524,2006-09-04,TMIN,136
UPM00034519,2011-05-15,TMAX,203
UPM00034519,2008-07-11,TMIN,127
UPM00034519,2013-06-02,TMAX,245
UPM00034519,2009-12-26,TMIN,29
UPM00034519,2014-01-26,TMAX,-92
UPM00034519,2010-09-10,TMIN,45
UPM00034519,2013-06-02,TMIN,130
UPM00034519,2012-04-20,TMAX,211
UPM00034524,2007-10-21,TMAX,147
UPM00034519,2013-08-26,TMIN,114
UPM00034519,2009-10-04,TMAX,124
UPM00034519,2010-02-05,TMAX,-66
UPM00034519,2009-09-22,TMAX,219
UPM00034524,2006-09-14,TMIN,90
UPM00034524,2014-08-27,TMAX,287
UPM00034519,2010-09-10,TMAX,194
UPM00034524,2005-01-28,TMAX,-30
UPM00034519,2010-08-09,TMAX,378
UPM00034519,2011-07-01,TMAX,232
UPM00034524,2007-11-13,TMIN,-2
UPM00034519,2006-12-29,TMIN,-18
UPM00034524,2014-10-12,TMIN,71
UPM00034524,2012-09-30,TMIN,87
UPM00034519,2006-08-16,TMAX,328
UPM00034519,2007-08-15,TMIN,187
UPM00034524,2008-09-29,TMIN,54
UPM00034524,2006-07-05,TMIN,104
UPM00034519,2006-05-31,TMIN,122
UPM00034519,2005-07-12,TMIN,101
UPM00034519,2005-04-22,TMAX,250
UPM00034519,2010-08-05,TMAX,378
UPM00034519,2010-08-05,TMIN,221
UPM00034524,2014-10-12,TMAX,186
UPM00034519,2014-02-03,TMAX,-75
UPM00034524,2006-08-24,TMAX,267
UPM00034524,2009-04-20,TMAX,123
UPM00034519,2011-06-22,TMIN,115
UPM00034519,2006-05-19,TMIN,101
UPM00034524,2005-12-04,TMIN,7
UPM00034519,2013-08-09,TMIN,155
UPM00034524,2005-09-08,TMAX,254
UPM00034519,2007-02-19,TMAX,77
UPM00034524,2014-07-09,TMIN,150
UPM00034519,2011-04-14,TMIN,34
UPM00034524,2012-10-13,TMIN,18
UPM00034519,2011-10-13,TMAX,122
UPM00034519,2007-02-28,TMIN,-90
UPM00034524,2005-11-07,TMAX,64
UPM00034519,2014-04-17,TMAX,210
UPM00034524,2005-04-24,TMAX,137
UPM00034519,2011-07-19,TMAX,344
UPM00034519,2008-03-07,TMIN,-12
UPM00034519,2011-07-19,TMIN,201
UPM00034524,2012-11-14,TMAX,59
UPM00034524,2006-12-28,TMIN,-65
UPM00034519,2014-02-19,TMIN,-13
UPM00034519,2009-07-11,TMIN,177
UPM00034524,2008-06-23,TMAX,253
UPM00034519,2007-03-30,TMIN,-28
UPM00034519,2011-06-22,TMAX,230
UPM00034519,2006-05-31,TMAX,300
UPM00034519,2013-08-14,TMIN,185
UPM00034524,2005-04-11,TMIN,80
UPM00034519,2005-04-06,TMIN,26
UPM00034519,2013-03-17,TMIN,-64
UPM00034519,2007-02-19,TMIN,-74
UPM00034519,2006-08-19,TMIN,166
UPM00034519,2009-02-09,TMIN,26
UPM00034519,2005-06-16,TMAX,210
UPM00034519,2009-08-09,TMAX,214
UPM00034519,2005-04-09,TMIN,50
UPM00034519,2007-11-15,TMIN,1
UPM00034519,2007-11-15,TMAX,30
UPM00034524,2009-04-17,TMIN,35
UPM00034519,2008-02-23,TMAX,51
UPM00034524,2005-05-02,TMAX,185
UPM00034519,2005-03-17,TMAX,26
UPM00034524,2012-10-13,TMAX,111
UPM00034519,2011-04-14,TMAX,105
UPM00034524,2012-09-06,TMAX,239
UPM00034519,2010-02-02,TMAX,20
UPM00034524,2005-12-01,TMIN,6
UPM00034519,2014-04-12,TMAX,84
UPM00034524,2012-11-02,TMIN,1
UPM00034519,2007-10-18,TMIN,40
UPM00034519,2010-11-03,TMAX,121
UPM00034519,2009-03-18,TMAX,56
UPM00034519,2012-04-22,TMIN,97
UPM00034519,2012-04-22,TMAX,161
UPM00034524,2012-11-02,TMAX,100
UPM00034519,2007-06-04,TMAX,229
UPM00034519,2011-12-29,TMIN,-53
UPM00034519,2009-02-02,TMAX,-33
UPM00034519,2014-02-03,TMIN,-162
UPM00034519,2005-03-17,TMIN,-36
UPM00034519,2010-10-03,TMAX,82
UPM00034524,2005-12-01,TMAX,52
UPM00034524,2008-07-03,TMIN,110
UPM00034519,2012-06-19,TMAX,267
UPM00034524,2006-05-24,TMIN,140
UPM00034524,2005-04-14,TMAX,225
UPM00034524,2008-03-13,TMAX,97
UPM00034519,2006-12-29,TMAX,-16
UPM00034519,2012-10-25,TMAX,62
UPM00034519,2012-06-19,TMIN,159
UPM00034519,2009-08-09,TMIN,77
UPM00034519,2005-06-16,TMIN,124
UPM00034519,2009-03-18,TMIN,-27
UPM00034519,2011-12-29,TMAX,21
UPM00034519,2008-12-14,TMAX,-34
UPM00034519,2010-10-03,TMIN,49
UPM00034524,2005-05-04,TMIN,70
UPM00034519,2013-08-09,TMAX,293
UPM00034519,2012-11-15,TMIN,-38
UPM00034519,2010-12-08,TMIN,-32
UPM00034519,2013-03-22,TMIN,35
UPM00034524,2009-01-16,TMAX,16
UPM00034524,2006-11-23,TMAX,34
UPM00034519,2009-12-29,TMAX,34
UPM00034524,2006-03-13,TMAX,30
UPM00034524,2008-11-24,TMIN,-20
UPM00034524,2006-08-25,TMIN,150
UPM00034524,2006-09-22,TMIN,130
UPM00034519,2012-09-19,TMAX,250
UPM00034524,2006-11-23,TMIN,-1
UPM00034519,2012-09-19,TMIN,128
UPM00034524,2007-03-01,TMIN,-21
UPM00034519,2011-01-11,TMIN,-82
UPM00034524,2012-09-15,TMAX,277
UPM00034519,2013-04-01,TMAX,236
UPM00034519,2013-04-01,TMIN,86
UPM00034519,2012-10-20,TMAX,190
UPM00034524,2005-02-28,TMIN,-79
UPM00034524,2005-02-28,TMAX,47
UPM00034519,2012-10-20,TMIN,86
UPM00034519,2011-01-25,TMAX,-97
UPM00034524,2008-01-10,TMIN,-179
UPM00034524,2006-03-13,TMIN,-8
UPM00034519,2009-03-23,TMIN,-6
UPM00034519,2012-12-21,TMIN,-120
UPM00034524,2006-03-12,TMAX,44
UPM00034519,2009-10-15,TMAX,155
UPM00034519,2005-01-03,TMAX,12
UPM00034519,2010-06-09,TMAX,285
UPM00034519,2009-12-20,TMIN,-162
UPM00034519,2005-01-03,TMIN,-6
UPM00034519,2006-05-13,TMIN,58
UPM00034519,2010-11-10,TMAX,161
UPM00034519,2009-09-12,TMAX,250
UPM00034524,2009-02-19,TMIN,-36
UPM00034519,2012-12-21,TMAX,-96
UPM00034524,2006-02-19,TMAX,-3
UPM00034519,2014-05-20,TMIN,160
UPM00034519,2011-05-08,TMIN,55
UPM00034519,2013-10-17,TMIN,88
UPM00034519,2013-10-17,TMAX,137
UPM00034519,2010-11-10,TMIN,118
UPM00034519,2011-01-11,TMAX,-36
UPM00034524,2007-10-30,TMIN,50
UPM00034519,2006-04-03,TMIN,24
UPM00034519,2014-02-07,TMAX,-42
UPM00034519,2006-02-01,TMIN,-142
UPM00034519,2013-10-24,TMAX,96
UPM00034519,2014-03-03,TMIN,8
UPM00034519,2013-09-29,TMAX,107
UPM00034519,2010-05-01,TMIN,81
UPM00034519,2013-04-12,TMAX,112
UPM00034524,2005-01-26,TMAX,-55
UPM00034524,2006-02-23,TMAX,2
UPM00034519,2012-03-18,TMAX,101
UPM00034524,2005-11-25,TMAX,-7
UPM00034524,2005-11-20,TMIN,54
UPM00034524,2005-11-20,TMAX,85
UPM00034519,2009-07-09,TMIN,213
UPM00034519,2006-12-28,TMAX,2
UPM00034519,2009-07-09,TMAX,300
UPM00034524,2006-07-19,TMIN,135
UPM00034519,2011-10-20,TMAX,92
UPM00034524,2007-04-19,TMIN,30
UPM00034519,2010-06-14,TMAX,349
UPM00034519,2008-12-11,TMIN,-50
UPM00034524,2005-02-04,TMIN,-173
UPM00034519,2014-02-07,TMIN,-96
UPM00034524,2007-06-22,TMIN,105
UPM00034519,2011-08-15,TMAX,293
UPM00034519,2010-05-01,TMAX,214
UPM00034524,2005-12-30,TMAX,7
UPM00034519,2006-12-28,TMIN,-55
UPM00034524,2009-03-26,TMAX,41
UPM00034519,2010-09-23,TMAX,189
UPM00034519,2006-06-05,TMIN,195
UPM00034524,2012-09-15,TMIN,148
UPM00034524,2005-12-30,TMIN,-17
UPM00034519,2012-04-03,TMIN,20
UPM00034519,2012-04-03,TMAX,130
UPM00034524,2006-03-24,TMAX,62
UPM00034519,2007-11-25,TMAX,56
UPM00034524,2007-08-10,TMIN,150
UPM00034519,2010-06-07,TMAX,247
UPM00034519,2014-05-20,TMAX,278
UPM00034519,2009-11-28,TMAX,104
UPM00034519,2010-06-09,TMIN,137
UPM00034519,2011-06-03,TMIN,138
UPM00034519,2012-03-18,TMIN,-1
UPM00034519,2007-07-19,TMIN,161
UPM00034524,2009-03-26,TMIN,6
UPM00034519,2007-07-19,TMAX,334
UPM00034519,2007-02-23,TMIN,-146
UPM00034524,2009-01-08,TMIN,-184
UPM00034519,2011-08-15,TMIN,189
UPM00034524,2005-08-28,TMIN,134
UPM00034519,2009-04-28,TMAX,250
UPM00034519,2013-12-15,TMAX,-67
UPM00034519,2012-08-24,TMIN,180
UPM00034519,2012-07-08,TMIN,193
UPM00034519,2010-12-21,TMAX,57
UPM00034519,2010-03-27,TMAX,113
UPM00034519,2013-02-18,TMAX,-37
UPM00034519,2010-03-27,TMIN,-14
UPM00034524,2005-02-12,TMAX,-87
UPM00034519,2014-02-18,TMAX,44
UPM00034519,2006-05-04,TMAX,157
UPM00034519,2006-11-12,TMAX,45
UPM00034524,2005-02-12,TMIN,-164
UPM00034519,2005-10-23,TMAX,169
UPM00034524,2007-12-03,TMIN,-45
UPM00034519,2013-01-09,TMAX,-27
UPM00034519,2006-05-04,TMIN,70
UPM00034519,2006-05-24,TMIN,148
UPM00034519,2012-04-11,TMAX,113
UPM00034524,2006-02-23,TMIN,-31
UPM00034519,2012-04-11,TMIN,33
UPM00034519,2008-12-17,TMIN,-90
UPM00034519,2011-05-08,TMAX,192
UPM00034519,2009-12-09,TMIN,-32
UPM00034519,2012-07-08,TMAX,315
UPM00034524,2014-08-29,TMIN,104
UPM00034519,2013-03-18,TMAX,23
UPM00034524,2006-04-21,TMAX,192
UPM00034519,2012-09-13,TMAX,260
UPM00034519,2008-02-22,TMAX,51
UPM00034519,2008-02-29,TMIN,-8
UPM00034519,2005-10-06,TMIN,70
UPM00034519,2014-03-15,TMIN,10
UPM00034519,2011-06-26,TMIN,183
UPM00034519,2014-03-15,TMAX,168
UPM00034524,2014-07-16,TMIN,192
UPM00034519,2008-03-12,TMIN,18
UPM00034519,2012-07-16,TMIN,199
UPM00034519,2006-05-17,TMIN,86
UPM00034519,2012-09-27,TMAX,251
UPM00034519,2008-03-12,TMAX,91
UPM00034519,2012-08-24,TMAX,299
UPM00034519,2005-04-20,TMAX,170
UPM00034524,2014-08-29,TMAX,226
UPM00034519,2013-02-18,TMIN,-63
UPM00034524,2005-01-26,TMIN,-101
UPM00034519,2006-12-21,TMIN,-100
UPM00034519,2010-12-21,TMIN,-25
UPM00034519,2009-09-07,TMIN,148
UPM00034519,2014-05-17,TMAX,335
UPM00034519,2013-10-24,TMIN,-4
UPM00034519,2010-08-22,TMIN,82
UPM00034524,2005-05-27,TMIN,171
UPM00034519,2006-04-03,TMAX,126
UPM00034519,2011-06-26,TMAX,278
UPM00034519,2010-12-14,TMIN,-77
UPM00034519,2008-05-07,TMIN,74
UPM00034519,2012-03-22,TMIN,2
UPM00034519,2012-05-21,TMIN,134
UPM00034524,2005-06-02,TMAX,204
UPM00034519,2007-11-04,TMAX,75
UPM00034519,2014-02-13,TMIN,18
UPM00034519,2012-03-22,TMAX,50
UPM00034519,2013-12-15,TMIN,-123
UPM00034519,2005-01-19,TMAX,-10
UPM00034519,2012-05-21,TMAX,280
UPM00034519,2007-05-03,TMAX,135
UPM00034519,2010-12-14,TMAX,-20
UPM00034519,2010-06-02,TMAX,274
UPM00034519,2005-09-23,TMIN,82
UPM00034519,2014-02-13,TMAX,80
UPM00034519,2009-12-09,TMAX,-17
UPM00034519,2013-03-08,TMAX,62
UPM00034519,2006-02-01,TMAX,-62
UPM00034519,2007-05-29,TMAX,316
UPM00034524,2005-01-13,TMIN,1
UPM00034519,2007-11-04,TMIN,3
UPM00034524,2005-11-27,TMAX,57
UPM00034524,2008-12-24,TMIN,-49
UPM00034524,2007-10-11,TMAX,147
UPM00034524,2014-07-16,TMAX,307
UPM00034519,2007-05-29,TMIN,185
UPM00034524,2005-11-27,TMIN,25
UPM00034524,2005-01-13,TMAX,38
UPM00034524,2007-10-11,TMIN,50
UPM00034519,2010-08-22,TMAX,240
UPM00034524,2012-09-13,TMIN,130
UPM00034524,2014-10-13,TMAX,205
UPM00034519,2008-12-17,TMAX,-36
UPM00034519,2011-01-25,TMIN,-134
UPM00034519,2007-10-31,TMIN,70
UPM00034519,2008-08-20,TMIN,192
UPM00034519,2011-10-20,TMIN,71
UPM00034524,2007-10-17,TMAX,120
UPM00034524,2012-09-13,TMAX,255
UPM00034519,2014-04-18,TMAX,225
UPM00034519,2013-03-23,TMAX,84
UPM00034524,2005-06-18,TMAX,261
UPM00034524,2007-01-03,TMAX,35
UPM00034519,2011-11-14,TMAX,-10
UPM00034519,2006-11-10,TMAX,84
UPM00034519,2014-01-21,TMAX,-58
UPM00034519,2012-06-10,TMAX,296
UPM00034524,2014-09-25,TMAX,93
UPM00034519,2011-01-02,TMAX,25
UPM00034519,2010-09-17,TMIN,120
UPM00034519,2010-04-04,TMAX,157
UPM00034519,2013-07-11,TMIN,165
UPM00034519,2010-07-07,TMAX,283
UPM00034519,2011-11-05,TMAX,82
UPM00034519,2007-05-03,TMIN,-14
UPM00034519,2008-12-31,TMIN,-139
UPM00034519,2006-03-28,TMIN,36
UPM00034519,2010-06-02,TMIN,170
UPM00034524,2005-04-21,TMIN,81
UPM00034524,2014-09-25,TMIN,58
UPM00034519,2006-03-04,TMIN,-72
UPM00034524,2005-07-20,TMAX,290
UPM00034524,2005-07-20,TMIN,178
UPM00034519,2011-06-09,TMAX,281
UPM00034524,2006-03-24,TMIN,53
UPM00034524,2005-10-12,TMAX,157
UPM00034519,2005-12-16,TMIN,-28
UPM00034519,2005-02-24,TMAX,-26
UPM00034519,2013-08-23,TMAX,318
UPM00034519,2008-04-16,TMAX,124
UPM00034519,2012-04-30,TMAX,297
UPM00034519,2012-04-30,TMIN,146
UPM00034519,2011-11-14,TMIN,-23
UPM00034519,2006-09-11,TMAX,216
UPM00034519,2012-03-29,TMAX,52
UPM00034519,2013-07-11,TMAX,290
UPM00034519,2005-01-12,TMAX,79
UPM00034524,2009-04-23,TMIN,-24
UPM00034519,2012-06-10,TMIN,174
UPM00034524,2008-01-03,TMIN,-148
UPM00034519,2007-01-24,TMAX,111
UPM00034524,2008-03-07,TMIN,-28
UPM00034524,2005-10-12,TMIN,91
UPM00034519,2007-01-24,TMIN,57
UPM00034524,2007-01-03,TMIN,-8
UPM00034519,2012-03-29,TMIN,5
UPM00034519,2008-05-27,TMIN,125
UPM00034519,2012-03-16,TMAX,-30
UPM00034519,2012-07-29,TMIN,221
UPM00034519,2013-05-23,TMAX,286
UPM00034524,2012-11-28,TMIN,15
UPM00034519,2007-05-11,TMIN,51
UPM00034524,2008-04-14,TMIN,72
UPM00034519,2012-10-10,TMIN,62
UPM00034519,2010-04-04,TMIN,61
UPM00034519,2009-08-05,TMAX,284
UPM00034519,2010-11-08,TMAX,146
UPM00034519,2006-09-13,TMIN,84
UPM00034519,2007-01-03,TMAX,38
UPM00034519,2012-03-10,TMAX,-34
UPM00034519,2007-05-11,TMAX,216
UPM00034524,2008-11-16,TMAX,49
UPM00034519,2006-09-13,TMAX,225
UPM00034524,2006-12-03,TMAX,34
UPM00034519,2011-12-05,TMAX,104
UPM00034519,2011-03-22,TMIN,-17
UPM00034524,2008-01-16,TMIN,-32
UPM00034519,2011-06-07,TMAX,286
UPM00034519,2012-03-10,TMIN,-155
UPM00034519,2011-03-22,TMAX,64
UPM00034519,2013-09-10,TMIN,81
UPM00034519,2006-01-08,TMAX,-53
UPM00034519,2005-01-12,TMIN,11
UPM00034519,2012-10-02,TMIN,73
UPM00034524,2014-09-08,TMIN,136
UPM00034524,2006-01-25,TMIN,-236
UPM00034519,2005-08-07,TMIN,212
UPM00034524,2014-07-24,TMIN,157
UPM00034519,2012-07-29,TMAX,349
UPM00034524,2007-05-17,TMIN,133
UPM00034519,2010-12-20,TMIN,-81
UPM00034519,2012-10-10,TMAX,158
UPM00034519,2013-05-23,TMIN,168
UPM00034524,2005-04-19,TMIN,119
UPM00034524,2006-01-25,TMAX,-163
UPM00034524,2005-03-30,TMAX,19
UPM00034519,2005-10-17,TMIN,52
UPM00034519,2014-01-22,TMAX,-17
UPM00034524,2012-11-28,TMAX,61
UPM00034519,2014-01-22,TMIN,-82
UPM00034519,2012-10-02,TMAX,210
UPM00034519,2010-08-16,TMIN,240
UPM00034519,2007-01-03,TMIN,-8
UPM00034524,2008-04-08,TMAX,145
UPM00034519,2014-04-30,TMAX,166
UPM00034519,2012-03-16,TMIN,-97
UPM00034519,2010-11-25,TMAX,94
UPM00034524,2005-11-25,TMIN,-25
UPM00034519,2006-06-01,TMAX,269
UPM00034524,2005-11-04,TMIN,45
UPM00034519,2012-06-26,TMIN,199
UPM00034524,2006-05-20,TMIN,107
UPM00034524,2006-04-12,TMAX,194
UPM00034524,2007-06-08,TMIN,130
UPM00034519,2008-04-03,TMIN,89
UPM00034519,2009-09-16,TMAX,249
UPM00034524,2006-02-24,TMIN,-6
UPM00034519,2012-06-26,TMAX,336
UPM00034524,2008-11-28,TMIN,-50
UPM00034519,2014-03-03,TMAX,44
UPM00034519,2009-09-16,TMIN,132
UPM00034519,2006-05-12,TMAX,167
UPM00034524,2006-05-29,TMIN,91
UPM00034519,2010-06-14,TMIN,212
UPM00034519,2007-04-29,TMAX,156
UPM00034519,2014-03-11,TMIN,-33
UPM00034524,2006-05-29,TMAX,147
UPM00034524,2014-07-24,TMAX,290
UPM00034519,2009-02-20,TMIN,-67
UPM00034524,2014-10-06,TMAX,106
UPM00034524,2005-02-04,TMAX,-102
UPM00034524,2005-05-12,TMAX,242
UPM00034519,2014-04-18,TMIN,66
UPM00034519,2006-06-08,TMAX,181
UPM00034519,2010-07-19,TMAX,364
UPM00034519,2010-07-19,TMIN,230
UPM00034519,2008-11-21,TMIN,40
UPM00034519,2006-12-21,TMAX,-41
UPM00034519,2010-10-30,TMAX,101
UPM00034519,2010-10-30,TMIN,-10
UPM00034524,2008-01-09,TMIN,-179
UPM00034519,2011-06-09,TMIN,168
UPM00034519,2006-06-05,TMAX,297
UPM00034519,2014-01-06,TMIN,-27
UPM00034524,2005-10-10,TMAX,131
UPM00034519,2008-04-03,TMAX,95
UPM00034519,2008-01-28,TMIN,-54
UPM00034519,2010-05-17,TMAX,243
UPM00034524,2014-10-06,TMIN,6
UPM00034519,2010-09-23,TMIN,64
UPM00034519,2009-05-28,TMIN,83
UPM00034519,2006-06-01,TMIN,167
UPM00034524,2007-11-28,TMIN,-31
UPM00034524,2007-01-22,TMAX,58
UPM00034519,2009-04-22,TMIN,-59
UPM00034519,2010-08-18,TMAX,343
UPM00034519,2007-10-15,TMIN,33
UPM00034524,2005-07-17,TMIN,158
UPM00034519,2012-09-10,TMIN,45
UPM00034519,2006-07-02,TMAX,191
UPM00034519,2011-07-21,TMIN,212
UPM00034524,2005-01-03,TMAX,3
UPM00034524,2007-04-19,TMAX,132
UPM00034524,2005-08-28,TMAX,259
UPM00034524,2008-04-20,TMAX,176
UPM00034519,2011-07-21,TMAX,324
UPM00034519,2006-05-12,TMIN,105
UPM00034524,2005-07-17,TMAX,206
UPM00034524,2007-02-01,TMIN,-161
UPM00034519,2006-02-17,TMAX,-23
UPM00034519,2006-02-17,TMIN,-206
UPM00034519,2008-04-16,TMIN,74
UPM00034524,2006-09-13,TMIN,93
UPM00034519,2014-01-13,TMAX,12
UPM00034519,2011-06-08,TMIN,158
UPM00034519,2013-08-23,TMIN,196
UPM00034524,2005-01-03,TMIN,-21
UPM00034519,2012-04-14,TMAX,216
UPM00034519,2007-10-15,TMAX,47
UPM00034519,2006-06-08,TMIN,127
UPM00034524,2005-10-03,TMIN,126
UPM00034524,2005-10-03,TMAX,217
UPM00034524,2007-01-22,TMIN,25
UPM00034524,2006-01-14,TMIN,-64
UPM00034519,2013-09-24,TMAX,138
UPM00034524,2005-11-04,TMAX,110
UPM00034524,2006-09-13,TMAX,225
UPM00034524,2005-10-02,TMIN,87
UPM00034519,2014-03-11,TMAX,115
UPM00034524,2008-12-09,TMIN,-10
UPM00034519,2012-04-14,TMIN,50
UPM00034519,2006-09-11,TMIN,76
UPM00034519,2010-08-18,TMIN,177
UPM00034519,2012-09-10,TMAX,180
UPM00034524,2006-07-19,TMAX,237
UPM00034519,2011-06-03,TMAX,279
UPM00034519,2014-01-21,TMIN,-120
UPM00034519,2013-09-24,TMIN,62
UPM00034524,2008-11-04,TMIN,48
UPM00034519,2011-06-08,TMAX,287
UPM00034524,2005-10-10,TMIN,22
UPM00034524,2006-11-07,TMIN,13
UPM00034519,2010-09-28,TMAX,246
UPM00034519,2012-07-16,TMAX,335
UPM00034519,2008-02-22,TMIN,-24
UPM00034524,2005-03-25,TMIN,-81
UPM00034519,2005-02-19,TMIN,11
UPM00034524,2009-04-15,TMIN,40
UPM00034519,2011-01-14,TMAX,3
UPM00034519,2011-04-04,TMAX,104
UPM00034519,2005-08-13,TMIN,117
UPM00034519,2010-11-17,TMIN,28
UPM00034519,2007-03-05,TMIN,-17
UPM00034519,2008-12-16,TMAX,-65
UPM00034519,2010-09-11,TMAX,229
UPM00034524,2005-03-25,TMAX,30
UPM00034519,2013-10-26,TMAX,98
UPM00034519,2009-11-02,TMAX,18
UPM00034519,2009-10-19,TMAX,212
UPM00034519,2009-10-19,TMIN,132
UPM00034519,2013-11-16,TMIN,4
UPM00034519,2010-04-06,TMAX,175
UPM00034519,2013-11-16,TMAX,30
UPM00034519,2014-05-10,TMAX,250
UPM00034519,2012-10-18,TMAX,194
UPM00034519,2010-06-06,TMAX,239
UPM00034519,2012-07-13,TMAX,310
UPM00034519,2010-11-17,TMAX,165
UPM00034524,2007-06-09,TMIN,110
UPM00034524,2005-10-08,TMIN,56
UPM00034519,2012-01-23,TMAX,-51
UPM00034519,2008-02-06,TMIN,-10
UPM00034524,2005-07-16,TMIN,178
UPM00034524,2005-07-16,TMAX,281
UPM00034519,2010-07-04,TMAX,313
UPM00034519,2012-05-01,TMIN,105
UPM00034519,2012-05-01,TMAX,229
UPM00034519,2010-07-04,TMIN,177
UPM00034519,2006-10-06,TMIN,147
UPM00034524,2014-10-17,TMAX,138
UPM00034524,2005-03-06,TMAX,-16
UPM00034524,2014-07-19,TMIN,166
UPM00034524,2005-11-03,TMIN,30
UPM00034519,2006-10-06,TMAX,265
UPM00034519,2010-10-16,TMIN,-6
UPM00034524,2005-11-03,TMAX,109
UPM00034519,2010-08-30,TMAX,237
UPM00034519,2009-01-30,TMIN,-46
UPM00034519,2007-03-05,TMAX,43
UPM00034519,2010-10-16,TMAX,123
UPM00034519,2007-02-16,TMAX,36
UPM00034519,2010-04-06,TMIN,48
UPM00034519,2012-12-25,TMIN,-154
UPM00034519,2010-08-15,TMAX,350
UPM00034519,2011-05-16,TMIN,95
UPM00034519,2006-05-03,TMIN,7
UPM00034519,2011-04-28,TMAX,219
UPM00034519,2011-09-18,TMIN,65
UPM00034519,2012-01-16,TMAX,-12
UPM00034519,2005-12-24,TMIN,-98
UPM00034519,2011-07-18,TMIN,220
UPM00034519,2011-04-28,TMIN,74
UPM00034519,2014-04-21,TMAX,190
UPM00034519,2005-09-18,TMAX,296
UPM00034519,2010-07-12,TMIN,184
UPM00034519,2007-01-05,TMIN,-13
UPM00034519,2007-05-09,TMAX,209
UPM00034519,2011-09-18,TMAX,212
UPM00034519,2005-08-13,TMAX,258
UPM00034519,2010-07-10,TMAX,313
UPM00034519,2010-07-10,TMIN,193
UPM00034519,2011-07-18,TMAX,333
UPM00034524,2012-10-04,TMIN,90
UPM00034519,2012-02-15,TMIN,-55
UPM00034524,2008-03-03,TMIN,4
UPM00034519,2014-04-21,TMIN,97
UPM00034524,2005-04-07,TMIN,41
UPM00034519,2012-05-30,TMAX,220
UPM00034519,2006-06-24,TMIN,177
UPM00034519,2011-09-23,TMAX,249
UPM00034524,2005-04-21,TMAX,200
UPM00034519,2011-09-23,TMIN,126
UPM00034519,2007-12-05,TMIN,-12
UPM00034524,2005-04-07,TMAX,175
UPM00034524,2014-07-19,TMAX,245
UPM00034519,2014-03-06,TMAX,124
UPM00034519,2012-07-13,TMIN,191
UPM00034519,2009-11-02,TMIN,-68
UPM00034519,2010-07-17,TMAX,332
UPM00034519,2012-01-16,TMIN,-31
UPM00034519,2008-10-17,TMIN,53
UPM00034524,2006-04-15,TMIN,65
UPM00034519,2010-05-20,TMAX,158
UPM00034524,2007-06-10,TMAX,269
UPM00034519,2010-11-29,TMIN,-4
UPM00034519,2011-04-04,TMIN,20
UPM00034519,2012-01-22,TMAX,-54
UPM00034519,2012-05-30,TMIN,137
UPM00034524,2006-01-12,TMIN,-102
UPM00034524,2007-04-27,TMIN,65
UPM00034519,2011-02-24,TMIN,-109
UPM00034519,2009-11-06,TMIN,14
UPM00034524,2008-03-12,TMIN,15
UPM00034519,2011-05-26,TMAX,194
UPM00034524,2008-01-12,TMIN,-162
UPM00034524,2008-02-13,TMIN,-70
UPM00034524,2008-03-12,TMAX,62
UPM00034519,2011-01-14,TMIN,-39
UPM00034519,2012-06-22,TMAX,289
UPM00034524,2005-03-23,TMAX,5
UPM00034519,2009-11-06,TMAX,73
UPM00034519,2013-06-06,TMAX,231
UPM00034524,2014-07-17,TMIN,186
UPM00034524,2006-03-23,TMIN,7
UPM00034519,2007-04-02,TMAX,159
UPM00034524,2006-03-23,TMAX,106
